instant,dteday,seasons,yr,mnth,holiday_num,weekday_num,weekday_cat,workingday_num,weathersit,atemp,hum,windspeed,casual,registered
290,2018-10-17,autumn,0,10,0,2,wednesday,1,1,25.53625,57.9583,11.750393,713,3857
291,2018-10-18,autumn,0,10,0,3,thursday,1,2,26.13605,70.1667,7.375829,637,4111
292,2018-10-19,autumn,0,10,0,4,friday,1,3,25.6924,89.5217,16.303713,254,2170
293,2018-10-20,autumn,0,10,0,5,saturday,0,1,23.32625,63.625,12.125325,471,3724
294,2018-10-21,autumn,0,10,0,6,sunday,0,1,21.1798,57.4167,14.833532,676,3628
295,2018-10-22,autumn,0,10,0,0,monday,1,1,21.2746,62.9167,6.2086689,1499,2809
296,2018-10-23,autumn,0,10,0,1,tuesday,1,1,21.11665,74.125,6.6673375,1619,2762
297,2018-10-24,autumn,0,10,0,2,wednesday,1,1,22.85335,77.2083,7.959064,699,3488
298,2018-10-25,autumn,0,10,0,3,thursday,1,1,23.16875,62.2917,11.166086,695,3992
299,2018-10-26,autumn,0,10,0,4,friday,1,2,23.6423,72.0417,9.959014,404,3490
300,2018-10-27,autumn,0,10,0,5,saturday,0,2,22.8523,81.2917,13.250121,240,2419
301,2018-10-28,autumn,0,10,0,6,sunday,0,2,15.9406,58.5833,15.375093,456,3291
302,2018-10-29,autumn,0,10,0,0,monday,1,3,11.39565,88.25,23.541857,57,570
303,2018-10-30,autumn,0,10,0,1,tuesday,1,1,16.06645,62.375,11.833339,885,2446
304,2018-10-31,autumn,0,10,0,2,wednesday,1,1,17.80315,70.3333,7.12545,362,3307
305,2018-11-01,autumn,0,11,0,3,thursday,1,1,19.8544,68.375,9.083257,410,3658
306,2018-11-02,autumn,0,11,0,4,friday,1,1,19.50665,71.875,5.5001439,370,3816
307,2018-11-03,autumn,0,11,0,5,saturday,0,1,20.29605,70.2083,9.166739,318,3656
308,2018-11-04,autumn,0,11,0,6,sunday,0,2,20.1696,62.25,18.209193,470,3576
309,2018-11-05,autumn,0,11,0,0,monday,1,1,16.1927,51.9167,12.667154,1156,2770
310,2018-11-06,autumn,0,11,0,1,tuesday,1,1,18.1179,73.4583,6.1676314,952,2697
311,2018-11-07,autumn,0,11,0,2,wednesday,1,1,20.04355,75.875,3.834075,373,3662
312,2018-11-08,autumn,0,11,0,3,thursday,1,1,20.6123,72.1667,4.6255125,376,3829
313,2018-11-09,autumn,0,11,0,4,friday,1,1,20.45395,75.8333,4.1671186,305,3804
314,2018-11-10,autumn,0,11,1,5,saturday,0,2,18.68605,81.3333,12.667489,190,2743
315,2018-11-11,autumn,0,11,0,6,sunday,0,1,15.34085,44.625,21.083225,440,2928
316,2018-11-12,autumn,0,11,0,0,monday,1,1,17.8971,55.2917,14.208154,1275,2792
317,2018-11-13,autumn,0,11,0,1,tuesday,1,1,21.5275,45.8333,18.875307,1004,2713
318,2018-11-14,autumn,0,11,0,2,wednesday,1,1,26.2306,58.7083,20.541932,595,3891
319,2018-11-15,autumn,0,11,0,3,thursday,1,2,25.37895,68.875,13.375411,449,3746
320,2018-11-16,autumn,0,11,0,4,friday,1,3,22.5994,93.0,9.167543,145,1672
321,2018-11-17,autumn,0,11,0,5,saturday,0,2,16.16105,57.5833,20.459254,139,2914
322,2018-11-18,autumn,0,11,0,6,sunday,0,1,13.63605,41.0,11.291711,245,3147
323,2018-11-19,autumn,0,11,0,0,monday,1,1,16.22415,50.2083,15.041232,943,2720
324,2018-11-20,autumn,0,11,0,1,tuesday,1,2,22.8529,68.4583,12.45865,787,2733
325,2018-11-21,autumn,0,11,0,2,wednesday,1,3,22.2531,91.0,9.249618,220,2545
326,2018-11-22,autumn,0,11,0,3,thursday,1,3,21.0848,96.25,7.959064,69,1538
327,2018-11-23,autumn,0,11,1,4,friday,0,2,21.52685,75.7917,22.500275,112,2454
328,2018-11-24,autumn,0,11,1,5,saturday,0,1,18.62355,54.9167,11.209368,560,935
329,2018-11-25,autumn,0,11,0,6,sunday,0,1,19.03355,64.375,6.6260186,1095,1697
330,2018-11-26,autumn,0,11,0,0,monday,1,1,19.25435,68.1667,4.5841936,1249,1819
331,2018-11-27,autumn,0,11,0,1,tuesday,1,1,22.79,69.8333,13.999918,810,2261
332,2018-11-28,autumn,0,11,0,2,wednesday,1,1,24.5061,74.3043,9.522174,253,3614
333,2018-11-29,autumn,0,11,0,3,thursday,1,2,22.56875,83.0833,17.292164,96,2818
334,2018-11-30,autumn,0,11,0,4,friday,1,1,15.56105,61.3333,18.167586,188,3425
335,2018-12-01,autumn,0,12,0,5,saturday,0,1,15.2777,52.4583,14.750586,182,3545
336,2018-12-02,autumn,0,12,0,6,sunday,0,1,16.57165,62.5833,6.750518,268,3672
337,2018-12-03,autumn,0,12,0,0,monday,1,1,15.5302,61.2917,6.4174811,706,2908
338,2018-12-04,autumn,0,12,0,1,tuesday,1,1,17.455,77.5833,5.6252061,634,2851
339,2018-12-05,autumn,0,12,0,2,wednesday,1,2,19.69625,82.7083,4.1679561,233,3578
340,2018-12-06,autumn,0,12,0,3,thursday,1,3,22.82,94.9583,15.583061,126,2468
341,2018-12-07,autumn,0,12,0,4,friday,1,3,20.0123,97.0417,17.833725,50,655
342,2018-12-08,autumn,0,12,0,5,saturday,0,1,12.8469,58.0,16.083886,150,3172
343,2018-12-09,autumn,0,12,0,6,sunday,0,1,15.8771,69.5833,5.5420189,261,3359
344,2018-12-10,autumn,0,12,0,0,monday,1,1,13.3206,50.75,15.625807,502,2688
345,2018-12-11,autumn,0,12,0,1,tuesday,1,1,12.6577,49.0,4.4582939,377,2366
346,2018-12-12,autumn,0,12,0,2,wednesday,1,1,13.5098,67.0833,4.25115,143,3167
347,2018-12-13,autumn,0,12,0,3,thursday,1,1,15.0569,59.0,9.41685,155,3368
348,2018-12-14,autumn,0,12,0,4,friday,1,2,16.9181,66.375,4.0842061,178,3562
349,2018-12-15,autumn,0,12,0,5,saturday,0,2,20.61185,63.4167,17.958814,181,3528
350,2018-12-16,autumn,0,12,0,6,sunday,0,2,17.99125,50.0417,17.458525,178,3399
351,2018-12-17,autumn,0,12,0,0,monday,1,2,12.46855,56.0833,16.292189,275,2464
352,2018-12-18,autumn,0,12,0,1,tuesday,1,1,12.27895,58.625,11.375193,220,2211
353,2018-12-19,autumn,0,12,0,2,wednesday,1,1,14.04665,63.75,11.584032,260,3143
354,2018-12-20,autumn,0,12,0,3,thursday,1,2,19.8227,59.5417,4.1252436,216,3534
355,2018-12-21,winter,0,12,0,4,friday,1,2,21.40085,85.8333,14.8338,107,2553
356,2018-12-22,winter,0,12,0,5,saturday,0,2,21.30605,75.75,3.167425,227,2841
357,2018-12-23,winter,0,12,0,6,sunday,0,1,18.87565,68.625,18.374482,163,2046
358,2018-12-24,winter,0,12,1,0,monday,0,1,14.9621,54.25,12.750368,155,856
359,2018-12-25,winter,0,12,1,1,tuesday,0,1,13.99805,68.1304,10.391097,303,451
360,2018-12-26,winter,0,12,0,2,wednesday,1,1,15.77675,50.6957,16.044155,430,887
361,2018-12-27,winter,0,12,0,3,thursday,1,2,16.38165,76.25,12.62615,103,1059
362,2018-12-28,winter,0,12,0,4,friday,1,1,13.9987,50.3913,19.695387,255,2047
363,2018-12-29,winter,0,12,0,5,saturday,0,1,13.1946,57.4167,8.000604,254,2169
364,2018-12-30,winter,0,12,0,6,sunday,0,1,15.9406,63.6667,9.000579,491,2508
365,2018-12-31,winter,0,12,1,0,monday,0,1,20.70605,61.5833,14.750318,665,1820
366,2019-01-01,winter,1,1,1,1,tuesday,0,1,18.78105,69.25,12.875189,686,1608
367,2019-01-02,winter,1,1,0,2,wednesday,1,1,12.6152,38.1304,22.087555,244,1707
368,2019-01-03,winter,1,1,0,3,thursday,1,1,6.31375,44.125,24.499957,89,2147
369,2019-01-04,winter,1,1,0,4,friday,1,2,5.96685,41.4583,12.3749,95,2273
370,2019-01-05,winter,1,1,0,5,saturday,0,1,13.9206,52.4167,8.709129,140,3132
371,2019-01-06,winter,1,1,0,6,sunday,0,1,17.01335,54.2083,11.249836,307,3791
372,2019-01-07,winter,1,1,0,0,monday,1,1,19.53895,53.1667,11.708786,1070,3451
373,2019-01-08,winter,1,1,0,1,tuesday,1,1,17.0129,46.5,12.833314,599,2826
374,2019-01-09,winter,1,1,0,2,wednesday,1,2,12.37395,70.1667,6.6263,106,2270
375,2019-01-10,winter,1,1,0,3,thursday,1,1,15.9413,64.6522,12.565984,173,3425
376,2019-01-11,winter,1,1,0,4,friday,1,2,14.14105,84.75,8.791807,92,2085
377,2019-01-12,winter,1,1,0,5,saturday,0,2,19.0969,80.2917,12.124789,269,3828
378,2019-01-13,winter,1,1,0,6,sunday,0,1,12.4681,50.75,25.333236,174,3040
379,2019-01-14,winter,1,1,0,0,monday,1,1,9.15435,45.75,12.541261,333,2160
380,2019-01-15,winter,1,1,0,1,tuesday,1,1,8.08125,41.9167,16.834286,284,2027
381,2019-01-16,winter,1,1,1,2,wednesday,0,1,9.53315,52.25,15.500986,217,2081
382,2019-01-17,winter,1,1,0,3,thursday,1,2,18.2139,71.6087,23.39171,127,2808
383,2019-01-18,winter,1,1,0,4,friday,1,1,13.7627,44.3333,12.125325,109,3267
384,2019-01-19,winter,1,1,0,5,saturday,0,1,9.5019,49.75,14.750586,130,3162
385,2019-01-20,winter,1,1,0,6,sunday,0,2,11.0479,45.0,13.58425,115,3048
386,2019-01-21,winter,1,1,0,0,monday,1,2,8.74375,83.125,14.917014,67,1234
387,2019-01-22,winter,1,1,0,1,tuesday,1,2,8.1125,79.625,13.375746,196,1781
388,2019-01-23,winter,1,1,0,2,wednesday,1,2,12.1529,91.125,7.417436,145,2287
389,2019-01-24,winter,1,1,0,3,thursday,1,1,17.4554,83.5833,8.292389,439,3900
390,2019-01-25,winter,1,1,0,4,friday,1,1,14.74105,64.375,10.791757,467,3803
391,2019-01-26,winter,1,1,0,5,saturday,0,2,17.8025,76.9583,4.9175186,244,3831
392,2019-01-27,winter,1,1,0,6,sunday,0,2,20.76915,74.125,22.958689,269,3187
393,2019-01-28,winter,1,1,0,0,monday,1,1,16.31895,54.3333,14.125543,775,3248
394,2019-01-29,winter,1,1,0,1,tuesday,1,1,13.63605,31.125,16.08335,558,2685
395,2019-01-30,winter,1,1,0,2,wednesday,1,1,13.13125,40.0833,14.458064,126,3498
396,2019-01-31,winter,1,1,0,3,thursday,1,1,19.06585,41.6667,17.541739,324,4185
397,2019-02-01,winter,1,2,0,4,friday,1,1,23.3269,50.7917,12.667489,304,4275
398,2019-02-02,winter,1,2,0,5,saturday,0,2,19.94855,67.2917,12.541529,190,3571
399,2019-02-03,winter,1,2,0,6,sunday,0,1,15.4673,52.6667,11.959232,310,3841
400,2019-02-04,winter,1,2,0,0,monday,1,2,13.63625,77.9583,8.167032,384,2448
401,2019-02-05,winter,1,2,0,1,tuesday,1,2,13.22605,68.7917,11.791732,318,2629
402,2019-02-06,winter,1,2,0,2,wednesday,1,1,14.8213,62.2174,10.3046,206,3578
403,2019-02-07,winter,1,2,0,3,thursday,1,1,18.0552,49.625,9.874393,199,4176
404,2019-02-08,winter,1,2,0,4,friday,1,2,13.32105,72.2917,8.959307,109,2693
405,2019-02-09,winter,1,2,0,5,saturday,0,1,13.0994,56.2083,13.000479,163,3667
406,2019-02-10,winter,1,2,0,6,sunday,0,2,14.6779,54.0,7.834243,227,3604
407,2019-02-11,winter,1,2,0,0,monday,1,3,10.54335,73.125,19.416332,192,1977
408,2019-02-12,winter,1,2,0,1,tuesday,1,1,5.0829,46.4583,12.125325,73,1456
409,2019-02-13,winter,1,2,1,2,wednesday,0,1,11.39565,41.125,11.207961,94,3328
410,2019-02-14,winter,1,2,0,3,thursday,1,2,16.6973,50.875,9.458993,135,3787
411,2019-02-15,winter,1,2,0,4,friday,1,1,17.58145,53.125,12.1672,141,4028
412,2019-02-16,winter,1,2,0,5,saturday,0,2,16.5081,75.2917,6.125475,74,2931
413,2019-02-17,winter,1,2,0,6,sunday,0,1,17.58145,63.4583,13.791682,349,3805
414,2019-02-18,winter,1,2,0,0,monday,1,1,17.77125,53.4583,12.792243,1435,2883
415,2019-02-19,winter,1,2,0,1,tuesday,1,2,13.2894,51.5833,16.958504,618,2071
416,2019-02-20,winter,1,2,1,2,wednesday,0,1,13.66955,50.7826,15.348561,502,2627
417,2019-02-21,winter,1,2,0,3,thursday,1,1,14.75565,59.4348,13.783039,163,3614
418,2019-02-22,winter,1,2,0,4,friday,1,1,19.63335,56.7917,15.709557,394,4379
419,2019-02-23,winter,1,2,0,5,saturday,0,1,22.2223,55.4583,12.791171,516,4546
420,2019-02-24,winter,1,2,0,6,sunday,0,2,20.54855,73.75,15.916989,246,3241
421,2019-02-25,winter,1,2,0,0,monday,1,1,12.78375,39.5833,12.125325,317,2415
422,2019-02-26,winter,1,2,0,1,tuesday,1,1,13.4154,41.0,13.750343,515,2874
423,2019-02-27,winter,1,2,0,2,wednesday,1,1,17.8977,49.0833,17.958211,253,4069
424,2019-02-28,winter,1,2,0,3,thursday,1,1,17.67625,39.5833,12.958939,229,4134
425,2019-03-01,winter,1,3,0,4,friday,1,1,23.76855,61.5417,15.208129,325,4665
426,2019-03-02,winter,1,3,0,5,saturday,0,2,17.9921,65.7083,9.708568,246,2948
427,2019-03-03,winter,1,3,0,6,sunday,0,2,20.6746,62.125,10.792293,956,3110
428,2019-03-04,winter,1,3,0,0,monday,1,1,15.15105,40.3333,22.416257,710,2713
429,2019-03-05,winter,1,3,0,1,tuesday,1,1,12.05855,50.625,15.333486,203,3130
430,2019-03-06,winter,1,3,0,2,wednesday,1,1,12.7521,45.6667,13.458625,221,3735
431,2019-03-07,winter,1,3,0,3,thursday,1,1,19.255,51.3333,23.167193,432,4484
432,2019-03-08,winter,1,3,0,4,friday,1,1,26.2302,56.75,12.125325,486,4896
433,2019-03-09,winter,1,3,0,5,saturday,0,2,19.85415,40.7083,12.125325,447,4122
434,2019-03-10,winter,1,3,0,6,sunday,0,1,13.88835,35.0417,15.12525,968,3150
435,2019-03-11,winter,1,3,0,0,monday,1,1,17.9835,47.6957,14.913329,1658,3253
436,2019-03-12,winter,1,3,0,1,tuesday,1,1,22.9796,48.9167,13.916771,838,4460
437,2019-03-13,winter,1,3,0,2,wednesday,1,1,27.14645,61.75,15.87565,762,5085
438,2019-03-14,winter,1,3,0,3,thursday,1,1,27.43085,50.7083,7.709154,997,5315
439,2019-03-15,winter,1,3,0,4,friday,1,1,26.64125,57.9583,10.042161,1005,5187
440,2019-03-16,winter,1,3,0,5,saturday,0,2,21.81145,84.2083,7.583864,548,3830
441,2019-03-17,winter,1,3,0,6,sunday,0,2,25.2523,75.5833,7.417168,717,4681
442,2019-03-18,winter,1,3,0,0,monday,1,2,23.2,81.0,8.501161,2207,3685
443,2019-03-19,winter,1,3,0,1,tuesday,1,1,26.64105,72.875,10.875239,982,5171
444,2019-03-20,winter,1,3,0,2,wednesday,1,1,26.92665,80.7917,8.125157,1051,5042
445,2019-03-21,spring,1,3,0,3,thursday,1,2,25.6629,82.125,6.0004061,1122,5108
446,2019-03-22,spring,1,3,0,4,friday,1,1,26.57835,83.125,7.876654,1334,5537
447,2019-03-23,spring,1,3,0,5,saturday,0,2,28.50335,69.4167,7.7921,717,5893
448,2019-03-24,spring,1,3,0,6,sunday,0,2,24.33665,88.5417,12.916461,1033,2339
449,2019-03-25,spring,1,3,0,0,monday,1,2,21.8744,88.0833,14.791925,1532,3464
450,2019-03-26,spring,1,3,0,1,tuesday,1,1,21.9375,47.7917,12.125325,795,4763
451,2019-03-27,spring,1,3,0,2,wednesday,1,1,15.7827,29.0,12.541864,531,4571
452,2019-03-28,spring,1,3,0,3,thursday,1,1,23.5475,48.125,19.541957,674,5024
453,2019-03-29,spring,1,3,0,4,friday,1,1,24.1152,43.9167,21.41655,834,5299
454,2019-03-30,spring,1,3,0,5,saturday,0,2,18.78105,58.0833,9.250489,796,4663
455,2019-03-31,spring,1,3,1,6,sunday,0,2,21.0854,73.8333,16.791339,717,3934
456,2019-04-01,spring,1,4,0,0,monday,1,2,20.86435,67.625,11.541889,717,3694
457,2019-04-02,spring,1,4,0,1,tuesday,1,1,21.37565,50.4348,20.913313,1208,4728
458,2019-04-03,spring,1,4,0,2,wednesday,1,1,23.07415,39.6667,6.708911,1348,5424
459,2019-04-04,spring,1,4,0,3,thursday,1,1,26.6725,46.9583,12.125325,1058,5378
460,2019-04-05,spring,1,4,0,4,friday,1,1,21.55815,37.4167,14.708443,1192,5265
461,2019-04-06,spring,1,4,0,5,saturday,0,1,19.53835,37.7083,20.125996,1807,4653
462,2019-04-07,spring,1,4,0,6,sunday,0,1,21.30645,25.4167,18.416357,717,3605
463,2019-04-08,spring,1,4,0,0,monday,1,1,24.62125,27.5833,15.583932,2230,2939
464,2019-04-09,spring,1,4,0,1,tuesday,1,1,23.8319,31.75,23.999132,905,4680
465,2019-04-10,spring,1,4,0,2,wednesday,1,1,21.81165,43.5,16.708125,819,5099
466,2019-04-11,spring,1,4,0,3,thursday,1,1,16.8637,46.9565,19.783358,482,4380
467,2019-04-12,spring,1,4,0,4,friday,1,1,19.3802,46.625,19.458743,663,4746
468,2019-04-13,spring,1,4,0,5,saturday,0,1,21.5904,40.8333,10.416557,1252,5146
469,2019-04-14,spring,1,4,0,6,sunday,0,1,24.3998,50.2917,12.791439,717,4665
470,2019-04-15,spring,1,4,0,0,monday,1,1,28.69375,50.7917,15.083643,717,4286
471,2019-04-16,spring,1,4,0,1,tuesday,1,1,30.74625,56.1667,19.083543,1198,5172
472,2019-04-17,spring,1,4,0,2,wednesday,1,1,29.92435,39.0417,18.333143,989,5702
473,2019-04-18,spring,1,4,0,3,thursday,1,2,22.8519,56.9167,11.250104,347,4020
474,2019-04-19,spring,1,4,0,4,friday,1,1,24.6523,61.25,4.4172564,846,5719
475,2019-04-20,spring,1,4,0,5,saturday,0,1,25.78875,69.4583,10.041357,1340,5950
476,2019-04-21,spring,1,4,0,6,sunday,0,1,27.14605,68.2917,19.000329,717,4083
477,2019-04-22,spring,1,4,0,0,monday,1,3,19.4752,83.5417,23.084582,120,907
478,2019-04-23,spring,1,4,0,1,tuesday,1,2,15.05625,76.6667,20.334232,195,3019
479,2019-04-24,spring,1,4,0,2,wednesday,1,1,20.26415,45.4167,16.708661,518,5115
480,2019-04-25,spring,1,4,0,3,thursday,1,1,23.51585,42.7917,7.959064,655,5541
481,2019-04-26,spring,1,4,0,4,friday,1,2,24.17915,75.6667,11.833875,475,4551
482,2019-04-27,spring,1,4,0,5,saturday,0,1,22.63185,40.0833,23.291411,1014,5219
483,2019-04-28,spring,1,4,0,6,sunday,0,2,18.8752,48.9583,8.708325,1120,3100
484,2019-04-29,spring,1,4,0,0,monday,1,1,22.50605,58.7083,7.832836,2229,4075
485,2019-04-30,spring,1,4,0,1,tuesday,1,2,22.8848,57.0,11.499746,665,4907
486,2019-05-01,spring,1,5,0,2,wednesday,1,2,28.85105,65.9583,10.458432,653,5087
487,2019-05-02,spring,1,5,0,3,thursday,1,1,26.8948,79.7083,9.249886,667,5502
488,2019-05-03,spring,1,5,0,4,friday,1,2,26.8621,76.8333,8.957632,764,5657
489,2019-05-04,spring,1,5,0,5,saturday,0,1,29.54585,73.5417,10.916846,1069,5227
490,2019-05-05,spring,1,5,0,6,sunday,0,2,29.2304,75.6667,10.250464,717,4387
491,2019-05-06,spring,1,5,0,0,monday,1,2,27.33685,74.0,10.041893,2135,4224
492,2019-05-07,spring,1,5,0,1,tuesday,1,2,26.3571,66.4167,15.458307,1008,5265
493,2019-05-08,spring,1,5,0,2,wednesday,1,2,27.87355,68.5833,19.833943,738,4990
494,2019-05-09,spring,1,5,0,3,thursday,1,2,27.65125,74.4167,14.499604,620,4097
495,2019-05-10,spring,1,5,0,4,friday,1,1,24.58915,55.2083,21.042221,1026,5546
496,2019-05-11,spring,1,5,0,5,saturday,0,1,26.04165,36.0417,15.874779,1319,5711
497,2019-05-12,spring,1,5,0,6,sunday,0,1,27.24085,48.0417,8.249911,717,4807
498,2019-05-13,spring,1,5,0,0,monday,1,1,29.2619,57.625,15.082839,2172,3946
499,2019-05-14,spring,1,5,0,1,tuesday,1,2,27.495,78.9583,14.250364,342,2501
500,2019-05-15,spring,1,5,0,2,wednesday,1,2,28.8202,79.4583,9.875264,625,4490
501,2019-05-16,spring,1,5,0,3,thursday,1,1,29.79875,69.7917,8.208304,991,6433
502,2019-05-17,spring,1,5,0,4,friday,1,1,28.63065,52.0,15.374825,1242,6142
503,2019-05-18,spring,1,5,0,5,saturday,0,1,27.55605,52.3333,9.166739,1521,6118
504,2019-05-19,spring,1,5,0,6,sunday,0,1,28.3454,45.625,5.626325,717,4884
505,2019-05-20,spring,1,5,0,0,monday,1,1,29.19835,53.0417,17.042589,717,4425
506,2019-05-21,spring,1,5,0,1,tuesday,1,2,28.28335,81.125,15.624668,630,3729
507,2019-05-22,spring,1,5,0,2,wednesday,1,2,29.04125,76.5833,7.917189,819,5254
508,2019-05-23,spring,1,5,0,3,thursday,1,2,29.2306,77.4583,6.834,766,4494
509,2019-05-24,spring,1,5,0,4,friday,1,1,30.335,71.6667,11.584032,1059,5711
510,2019-05-25,spring,1,5,0,5,saturday,0,1,31.37645,74.7083,9.41685,1417,5317
511,2019-05-26,spring,1,5,0,6,sunday,0,1,32.1348,73.25,13.332464,717,3681
512,2019-05-27,spring,1,5,0,0,monday,1,1,32.07125,69.7083,14.416457,717,3308
513,2019-05-28,spring,1,5,0,1,tuesday,1,1,33.965,67.625,13.166907,717,3486
514,2019-05-29,spring,1,5,1,2,wednesday,0,1,33.6496,68.4583,19.7918,880,4863
515,2019-05-30,spring,1,5,0,3,thursday,1,2,30.55645,67.0,9.000043,745,6110
516,2019-05-31,spring,1,5,0,4,friday,1,1,31.56645,49.2917,13.083693,1100,6238
517,2019-06-01,spring,1,6,0,5,saturday,0,2,30.3981,75.5417,15.916721,533,3594
518,2019-06-02,spring,1,6,0,6,sunday,0,1,28.3144,54.9167,12.499654,717,5325
519,2019-06-03,spring,1,6,0,0,monday,1,1,28.75665,49.3333,12.333829,717,5147
520,2019-06-04,spring,1,6,0,1,tuesday,1,1,28.91415,48.7083,19.083811,1071,5927
521,2019-06-05,spring,1,6,0,2,wednesday,1,2,26.2946,61.3333,14.041525,968,6033
522,2019-06-06,spring,1,6,0,3,thursday,1,1,27.1146,61.125,5.167375,1027,6028
523,2019-06-07,spring,1,6,0,4,friday,1,1,28.4721,56.7083,10.54245,1038,6456
524,2019-06-08,spring,1,6,0,5,saturday,0,1,29.8931,46.7917,11.750661,1488,6248
525,2019-06-09,spring,1,6,0,6,sunday,0,1,32.41835,43.7083,9.667229,717,4790
526,2019-06-10,spring,1,6,0,0,monday,1,1,33.17585,53.8333,8.959307,2224,4374
527,2019-06-11,spring,1,6,0,1,tuesday,1,2,32.98605,58.7917,13.916771,1017,5647
528,2019-06-12,spring,1,6,0,2,wednesday,1,2,29.89375,83.3333,14.374582,477,4495
529,2019-06-13,spring,1,6,0,3,thursday,1,1,30.55585,58.2083,22.999693,1173,6248
530,2019-06-14,spring,1,6,0,4,friday,1,1,31.21915,56.9583,17.000111,1180,6183
531,2019-06-15,spring,1,6,0,5,saturday,0,1,29.9877,58.9583,11.833339,1563,6102
532,2019-06-16,spring,1,6,0,6,sunday,0,1,29.7354,50.4167,11.166689,717,4739
533,2019-06-17,spring,1,6,0,0,monday,1,1,28.59875,59.875,9.708568,717,4344
534,2019-06-18,spring,1,6,0,1,tuesday,1,2,27.2421,77.7917,11.707982,653,4446
535,2019-06-19,spring,1,6,0,2,wednesday,1,1,32.7346,69.0,9.917139,968,5857
536,2019-06-20,spring,1,6,0,3,thursday,1,1,36.04875,59.2083,7.625404,872,5339
537,2019-06-21,summer,1,6,0,4,friday,1,1,37.6271,56.7917,7.958729,778,5127
538,2019-06-22,summer,1,6,0,5,saturday,0,1,36.20605,57.375,12.250414,964,4859
539,2019-06-23,summer,1,6,0,6,sunday,0,1,32.6396,53.4583,12.041307,717,4801
540,2019-06-24,summer,1,6,0,0,monday,1,1,33.7127,47.9167,9.750175,717,4340
541,2019-06-25,summer,1,6,0,1,tuesday,1,1,32.7021,50.4167,20.125661,1139,5640
542,2019-06-26,summer,1,6,0,2,wednesday,1,1,29.7352,37.3333,23.292014,1077,6365
543,2019-06-27,summer,1,6,0,3,thursday,1,1,32.0396,36.0,18.208925,1077,6258
544,2019-06-28,summer,1,6,0,4,friday,1,1,33.7756,42.25,11.50055,921,5958
545,2019-06-29,summer,1,6,0,5,saturday,0,1,39.33065,48.875,11.082939,829,4634
546,2019-06-30,summer,1,6,0,6,sunday,0,1,34.3754,60.125,10.791757,1455,4232
547,2019-07-01,summer,1,7,0,0,monday,1,1,37.53145,51.875,11.291443,1421,4110
548,2019-07-02,summer,1,7,0,1,tuesday,1,1,35.1019,44.7083,13.082889,904,5323
549,2019-07-03,summer,1,7,0,2,wednesday,1,1,35.1325,49.2083,8.457879,1052,5608
550,2019-07-04,summer,1,7,1,3,thursday,0,1,36.61685,53.875,9.04165,717,4841
551,2019-07-05,summer,1,7,1,4,friday,0,1,38.06835,45.7917,12.999943,1405,4836
552,2019-07-06,summer,1,7,0,5,saturday,0,1,37.62665,45.0833,9.791514,1366,4841
553,2019-07-07,summer,1,7,0,6,sunday,0,1,40.24565,49.2083,10.958118,1448,3392
554,2019-07-08,summer,1,7,0,0,monday,1,1,39.5198,57.375,8.417143,1203,3469
555,2019-07-09,summer,1,7,0,1,tuesday,1,2,32.7027,68.3333,12.125325,998,5571
556,2019-07-10,summer,1,7,0,2,wednesday,1,2,33.2398,66.75,10.166379,954,5336
557,2019-07-11,summer,1,7,0,3,thursday,1,1,32.51355,63.3333,10.166111,975,6289
558,2019-07-12,summer,1,7,0,4,friday,1,1,32.73415,52.9583,9.833925,1032,6414
559,2019-07-13,summer,1,7,0,5,saturday,0,2,33.39665,48.5833,5.41695,1511,5988
560,2019-07-14,summer,1,7,0,6,sunday,0,2,33.3021,69.9167,9.626493,717,4614
561,2019-07-15,summer,1,7,0,0,monday,1,1,35.2598,71.7917,11.166689,1920,4111
562,2019-07-16,summer,1,7,0,1,tuesday,1,1,36.20625,64.5,11.000529,1088,5742
563,2019-07-17,summer,1,7,0,2,wednesday,1,1,37.78415,50.5833,7.666743,921,5865
564,2019-07-18,summer,1,7,0,3,thursday,1,1,37.27915,57.7083,9.208614,799,4914
565,2019-07-19,summer,1,7,0,4,friday,1,1,35.7321,60.0417,11.083743,888,5703
566,2019-07-20,summer,1,7,0,5,saturday,0,2,30.65125,84.4167,14.000789,747,5123
567,2019-07-21,summer,1,7,0,6,sunday,0,3,27.4956,86.5417,14.2911,1264,3195
568,2019-07-22,summer,1,7,0,0,monday,1,2,31.15625,76.25,6.2926936,717,4866
569,2019-07-23,summer,1,7,0,1,tuesday,1,1,34.50085,69.4167,9.291761,1135,5831
570,2019-07-24,summer,1,7,0,2,wednesday,1,1,35.3225,65.5,14.167418,1140,6452
571,2019-07-25,summer,1,7,0,3,thursday,1,1,32.7027,45.0,11.0416,1383,6790
572,2019-07-26,summer,1,7,0,4,friday,1,1,36.96315,59.6667,19.082471,1036,5825
573,2019-07-27,summer,1,7,0,5,saturday,0,1,36.71085,59.4583,10.250464,1259,5645
574,2019-07-28,summer,1,7,1,6,sunday,0,1,34.8802,61.3333,10.54245,2234,4451
575,2019-07-29,summer,1,7,0,0,monday,1,1,33.39665,62.375,11.416532,2153,4444
576,2019-07-30,summer,1,7,0,1,tuesday,1,1,34.24935,66.875,10.292339,1040,6065
577,2019-07-31,summer,1,7,0,2,wednesday,1,1,33.1448,70.4167,11.083475,968,6248
578,2019-08-01,summer,1,8,0,3,thursday,1,1,33.3654,67.75,9.458993,1074,6506
